plan_id,plan_name,intensity,focus_area,total_duration_min,est_calories,exercises_json
1499,Moderate Fullbody Plan #1499,moderate,fullbody,70,642,"[{""name"": ""Battle Ropes"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 240, ""note"": """"}, {""name"": ""Battle Rope Slams"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 240, ""note"": """"}, {""name"": ""Step-ups"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 9, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 54, ""note"": """"}, {""name"": ""Glute Bridges"", ""type"": ""strength"", ""primary"": ""glutes"", ""intensity_score"": 1, ""duration_min"": 9, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 36, ""note"": """"}, {""name"": ""Farmer's Carry"", ""type"": ""strength"", ""primary"": ""grip"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 42, ""note"": """"}, {""name"": ""Lunges"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 30, ""note"": """"}]"
1500,Intense Back Plan #1500,intense,back,39,349,"[{""name"": ""Rowing Machine (intense)"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 4, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 8, ""work_sec"": 20, ""rest_sec"": 10, ""est_calories"": 44, ""note"": """"}, {""name"": ""Push-ups (explosive)"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 4, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 45, ""note"": """"}, {""name"": ""Deadlift (heavy)"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 5, ""reps"": 4, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 45, ""note"": """"}, {""name"": ""Elliptical (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 10, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 12, ""work_sec"": 30, ""rest_sec"": 20, ""est_calories"": 70, ""note"": """"}, {""name"": ""Mountain Climbers"", ""type"": ""cardio_core"", ""primary"": ""core"", ""intensity_score"": 3, ""duration_min"": 3, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 6, ""work_sec"": 20, ""rest_sec"": 10, ""est_calories"": 33, ""note"": """"}, {""name"": ""Cycling (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 12, ""work_sec"": 30, ""rest_sec"": 10, ""est_calories"": 64, ""note"": """"}, {""name"": ""Burpees"", ""type"": ""cardio_strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 4, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 8, ""work_sec"": 20, ""rest_sec"": 10, ""est_calories"": 48, ""note"": """"}]"
1501,Moderate Mobility Plan #1501,moderate,mobility,74,492,"[{""name"": ""Elliptical (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 140, ""note"": """"}, {""name"": ""Bodyweight Calisthenics (easy)"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 20, ""note"": """"}, {""name"": ""Pull-ups"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 45, ""note"": """"}, {""name"": ""Battle Rope Slams"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 180, ""note"": """"}, {""name"": ""Yoga Flow"", ""type"": ""mobility"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 9, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 27, ""note"": """"}, {""name"": ""Brisk Walk"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 80, ""note"": """"}]"
1502,Intense Upper Plan #1502,intense,upper,44,385,"[{""name"": ""Burpees"", ""type"": ""cardio_strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 6, ""work_sec"": 40, ""rest_sec"": 10, ""est_calories"": 60, ""note"": """"}, {""name"": ""Farmer's Carry"", ""type"": ""strength"", ""primary"": ""grip"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": 5, ""reps"": 6, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 48, ""note"": """"}, {""name"": ""Step-ups"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 4, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 30, ""note"": """"}, {""name"": ""Pull-ups"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 54, ""note"": """"}, {""name"": ""Elliptical (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 8, ""work_sec"": 40, ""rest_sec"": 20, ""est_calories"": 56, ""note"": """"}, {""name"": ""Battle Ropes"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": null, ""reps"": null, ""format"": ""intervals"", ""rounds"": 8, ""work_sec"": 30, ""rest_sec"": 10, ""est_calories"": 60, ""note"": """"}, {""name"": ""Thrusters"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 7, ""sets"": 5, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 77, ""note"": """"}]"
1503,Light Core Plan #1503,light,core,55,400,"[{""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 35, ""note"": """"}, {""name"": ""Bodyweight Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 30, ""note"": """"}, {""name"": ""Pilates Mat"", ""type"": ""mobility_core"", ""primary"": ""core"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 15, ""note"": """"}, {""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 20, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 35, ""note"": """"}, {""name"": ""Chair Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 15, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 270, ""note"": """"}]"
1504,Moderate Glutes Plan #1504,moderate,glutes,132,1069,"[{""name"": ""Light Rowing"", ""type"": ""cardio_low"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 150, ""note"": """"}, {""name"": ""Dumbbell Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 42, ""note"": """"}, {""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 8, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 32, ""note"": """"}, {""name"": ""Step-ups"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 30, ""note"": """"}, {""name"": ""Romanian Deadlift"", ""type"": ""strength"", ""primary"": ""hamstrings"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 56, ""note"": """"}, {""name"": ""Bodyweight Calisthenics (easy)"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 6, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 24, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 35, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 315, ""note"": """"}, {""name"": ""Burpees"", ""type"": ""cardio_strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 35, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 420, ""note"": """"}]"
1505,Moderate Mobility Plan #1505,moderate,mobility,161,1359,"[{""name"": ""Cycling (HIIT)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 35, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 420, ""note"": """"}, {""name"": ""Light Rowing"", ""type"": ""cardio_low"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 100, ""note"": """"}, {""name"": ""Brisk Walk"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 35, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 140, ""note"": """"}, {""name"": ""Battle Rope Waves (steady)"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 2, ""duration_min"": 35, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 315, ""note"": """"}, {""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 24, ""note"": """"}, {""name"": ""Battle Rope Slams"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 360, ""note"": """"}]"
1506,Light Core Plan #1506,light,core,60,665,"[{""name"": ""Farmer's Carry"", ""type"": ""strength"", ""primary"": ""grip"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 30, ""note"": """"}, {""name"": ""Romanian Deadlift"", ""type"": ""strength"", ""primary"": ""hamstrings"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 15, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 40, ""note"": """"}, {""name"": ""Jump Rope"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 45, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 540, ""note"": """"}, {""name"": ""Squat Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 55, ""note"": """"}]"
1507,Light Shoulders Plan #1507,light,shoulders,111,1179,"[{""name"": ""Plank"", ""type"": ""core"", ""primary"": ""core"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 3, ""reps"": 20, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 24, ""note"": """"}, {""name"": ""Mountain Climbers"", ""type"": ""cardio_core"", ""primary"": ""core"", ""intensity_score"": 3, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 330, ""note"": """"}, {""name"": ""Jumping Jacks"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 40, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 400, ""note"": """"}, {""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 2, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 30, ""est_calories"": 35, ""note"": """"}, {""name"": ""Sprint Intervals"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 390, ""note"": """"}]"
1508,Moderate Upper Plan #1508,moderate,upper,81,819,"[{""name"": ""Walking Lunges (slow)"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 24, ""note"": """"}, {""name"": ""Cycling (HIIT)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 360, ""note"": """"}, {""name"": ""Cycling (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 25, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 200, ""note"": """"}, {""name"": ""Sprint Intervals"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 195, ""note"": """"}, {""name"": ""Romanian Deadlift"", ""type"": ""strength"", ""primary"": ""hamstrings"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 40, ""note"": """"}]"
1509,Moderate Chest Plan #1509,moderate,chest,116,812,"[{""name"": ""Cycling (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 120, ""note"": """"}, {""name"": ""Elliptical (steady)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 140, ""note"": """"}, {""name"": ""Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 6, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 42, ""note"": """"}, {""name"": ""Light Rowing"", ""type"": ""cardio_low"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 25, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 125, ""note"": """"}, {""name"": ""Squat Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 55, ""note"": """"}, {""name"": ""Light Cycling"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 150, ""note"": """"}, {""name"": ""Cycling (HIIT)"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 180, ""note"": """"}]"
1510,Moderate Cardio Plan #1510,moderate,cardio,122,1169,"[{""name"": ""TRX Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 35, ""note"": """"}, {""name"": ""Battle Rope Slams"", ""type"": ""cardio_strength"", ""primary"": ""upper"", ""intensity_score"": 3, ""duration_min"": 35, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 420, ""note"": """"}, {""name"": ""Rowing Machine (intense)"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 220, ""note"": """"}, {""name"": ""Dumbbell Rows"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 49, ""note"": """"}, {""name"": ""Sprint on Treadmill"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 25, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 325, ""note"": """"}, {""name"": ""Brisk Walk"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 30, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 120, ""note"": """"}]"
1511,Moderate Legs Plan #1511,moderate,legs,70,637,"[{""name"": ""Kettlebell Swings"", ""type"": ""strength_cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 8, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 80, ""note"": """"}, {""name"": ""Bodyweight Squats"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 42, ""note"": """"}, {""name"": ""Sprint on Treadmill"", ""type"": ""cardio"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 15, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 195, ""note"": """"}, {""name"": ""Rowing Machine (intense)"", ""type"": ""cardio"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 220, ""note"": """"}, {""name"": ""Light Cycling"", ""type"": ""cardio_low"", ""primary"": ""legs"", ""intensity_score"": 1, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 100, ""note"": """"}]"
1512,Moderate Back Plan #1512,moderate,back,52,477,"[{""name"": ""Burpees"", ""type"": ""cardio_strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 20, ""sets"": null, ""reps"": null, ""format"": ""steady"", ""rounds"": null, ""work_sec"": null, ""rest_sec"": null, ""est_calories"": 240, ""note"": """"}, {""name"": ""Dumbbell Shoulder Press"", ""type"": ""strength"", ""primary"": ""shoulders"", ""intensity_score"": 2, ""duration_min"": 7, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 49, ""note"": """"}, {""name"": ""Thrusters"", ""type"": ""strength"", ""primary"": ""fullbody"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 66, ""note"": """"}, {""name"": ""Romanian Deadlift"", ""type"": ""strength"", ""primary"": ""hamstrings"", ""intensity_score"": 2, ""duration_min"": 9, ""sets"": 4, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 72, ""note"": """"}, {""name"": ""Incline Push-ups"", ""type"": ""strength"", ""primary"": ""chest"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 35, ""note"": """"}, {""name"": ""Yoga Flow"", ""type"": ""mobility"", ""primary"": ""fullbody"", ""intensity_score"": 1, ""duration_min"": 5, ""sets"": 3, ""reps"": 10, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 15, ""note"": """"}]"
1513,Moderate Chest Plan #1513,moderate,chest,29,208,"[{""name"": ""Box Jumps"", ""type"": ""plyometric"", ""primary"": ""legs"", ""intensity_score"": 3, ""duration_min"": 6, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 120, ""est_calories"": 66, ""note"": """"}, {""name"": ""Step-ups"", ""type"": ""strength"", ""primary"": ""legs"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 30, ""note"": """"}, {""name"": ""Resistance Band Work"", ""type"": ""strength"", ""primary"": ""varied"", ""intensity_score"": 1, ""duration_min"": 8, ""sets"": 4, ""reps"": 12, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 32, ""note"": """"}, {""name"": ""Pull-ups"", ""type"": ""strength"", ""primary"": ""back"", ""intensity_score"": 3, ""duration_min"": 5, ""sets"": 4, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 60, ""est_calories"": 45, ""note"": """"}, {""name"": ""Dumbbell Shoulder Press"", ""type"": ""strength"", ""primary"": ""shoulders"", ""intensity_score"": 2, ""duration_min"": 5, ""sets"": 3, ""reps"": 8, ""format"": null, ""rounds"": null, ""work_sec"": null, ""rest_sec"": 90, ""est_calories"": 35, ""note"": """"}]"
